Episode 108 done, steps = 65679, actions = [0:0/505 | 1:83/505 | 2:0/505 | 3:422/505 | 4:0/505 | 5:0/505 | ], loss = 1.6897417306900024, rewards = 50.0, consume time = 166.95006275177002s
Episode 109 done, steps = 66205, actions = [0:0/526 | 1:77/526 | 2:0/526 | 3:447/526 | 4:2/526 | 5:0/526 | ], loss = 2.040825605392456, rewards = 50.0, consume time = 168.30528783798218s
Episode 110 done, steps = 66712, actions = [0:1/507 | 1:84/507 | 2:0/507 | 3:421/507 | 4:1/507 | 5:0/507 | ], loss = 2.436107635498047, rewards = 75.0, consume time = 169.65320682525635s
Episode 111 done, steps = 67244, actions = [0:0/532 | 1:87/532 | 2:0/532 | 3:441/532 | 4:4/532 | 5:0/532 | ], loss = 1.7414644956588745, rewards = 75.0, consume time = 171.00400590896606s
Episode 112 done, steps = 67776, actions = [0:0/532 | 1:76/532 | 2:0/532 | 3:452/532 | 4:4/532 | 5:0/532 | ], loss = 1.8578633069992065, rewards = 75.0, consume time = 172.3619499206543s
Episode 113 done, steps = 68403, actions = [0:0/627 | 1:83/627 | 2:0/627 | 3:537/627 | 4:7/627 | 5:0/627 | ], loss = 2.7637522220611572, rewards = 105.0, consume time = 173.97095203399658s
Episode 114 done, steps = 68929, actions = [0:0/526 | 1:84/526 | 2:0/526 | 3:438/526 | 4:4/526 | 5:0/526 | ], loss = 0.8186427354812622, rewards = 50.0, consume time = 175.3078737258911s
Episode 115 done, steps = 69455, actions = [0:0/526 | 1:94/526 | 2:0/526 | 3:431/526 | 4:1/526 | 5:0/526 | ], loss = 1.1061714887619019, rewards = 50.0, consume time = 176.6415889263153s
Episode 116 done, steps = 70082, actions = [0:0/627 | 1:98/627 | 2:0/627 | 3:524/627 | 4:5/627 | 5:0/627 | ], loss = 2.5030198097229004, rewards = 135.0, consume time = 178.19878792762756s
Episode 117 done, steps = 70714, actions = [0:0/632 | 1:99/632 | 2:0/632 | 3:522/632 | 4:11/632 | 5:0/632 | ], loss = 2.7187798023223877, rewards = 110.0, consume time = 179.78083491325378s
Episode 118 done, steps = 71341, actions = [0:0/627 | 1:105/627 | 2:0/627 | 3:517/627 | 4:5/627 | 5:0/627 | ], loss = 2.5071051120758057, rewards = 105.0, consume time = 181.34581685066223s
